id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,freetogame_profile_url
537,"Gundam Evolution","https://www.freetogame.com/g/537/thumbnail.jpg","A 6v6 team-based shooter based on the Gundam multiverse","https://www.freetogame.com/open/gundam-evolution",Shooter,"PC (Windows)","Bandai Namco","Bandai Namco",2022-09-21,"https://www.freetogame.com/gundam-evolution"
291,theHunter,"https://www.freetogame.com/g/291/thumbnail.jpg","An MMO shooter where players can hunt 22 different animals in various locations.","https://www.freetogame.com/open/thehunter",Shooter,"PC (Windows)","Expansive Worlds , Avalanche Studios","Expansive Worlds , Avalanche Studios",2009-03-05,"https://www.freetogame.com/thehunter"
584,"Once Human","https://www.freetogame.com/g/584/thumbnail.jpg","A post-apocalyptic open-world survival game from Starry Studio.","https://www.freetogame.com/open/once-human",Shooter,"PC (Windows)","Starry Studio","Starry Studio",2024-07-09,"https://www.freetogame.com/once-human"
7,"Armored Warfare","https://www.freetogame.com/g/7/thumbnail.jpg","A modern team-based MMO tank game from Obsidian Entertainment.","https://www.freetogame.com/open/armored-warfare",Shooter,"PC (Windows)","My.com (Mail.ru Group)","Obsidian Entertainment",2015-10-08,"https://www.freetogame.com/armored-warfare"
243,"PlanetSide 2","https://www.freetogame.com/g/243/thumbnail.jpg","A free-to-play open-world FPS that pits three factions against each other in a never-ending war.","https://www.freetogame.com/open/planetside-2",Shooter,"PC (Windows)","Daybreak Games","Daybreak Games",2012-11-21,"https://www.freetogame.com/planetside-2"
551,"Veiled Experts","https://www.freetogame.com/g/551/thumbnail.jpg","A free-to-play multiplayer shooter game focused on the search and destroy mode of classic shooters.","https://www.freetogame.com/open/veiled-experts",Shooter,"PC (Windows)","Nexon Games Co., LTC",Nexon,2023-05-18,"https://www.freetogame.com/veiled-experts"
516,"PUBG: BATTLEGROUNDS","https://www.freetogame.com/g/516/thumbnail.jpg","Get into the action in one of the longest running battle royale games PUBG Battlegrounds.","https://www.freetogame.com/open/pubg",Shooter,"PC (Windows)","KRAFTON, Inc.","KRAFTON, Inc.",2022-01-12,"https://www.freetogame.com/pubg"
12,"War Thunder","https://www.freetogame.com/g/12/thumbnail.jpg","A MMO shooter that puts you in command of hundreds of the finest combat vehicles of World War II.","https://www.freetogame.com/open/war-thunder",Shooter,"PC (Windows)","Gaijin Entertainment","Gaijin Entertainment",2013-08-15,"https://www.freetogame.com/war-thunder"
200,"Guns and Robots","https://www.freetogame.com/g/200/thumbnail.jpg","A free to play online third person shooter with massive customization! ","https://www.freetogame.com/open/guns-and-robots",Shooter,"PC (Windows)","Masthead Studios Ltd, Thegamewallstudios, Gamigo AG","Masthead Studios Ltd",2014-08-05,"https://www.freetogame.com/guns-and-robots"
95,Paladins,"https://www.freetogame.com/g/95/thumbnail.jpg","A free-to-play team-based shooter developed and published by Hi-Rez Games, the creators of SMITE. ","https://www.freetogame.com/open/paladins",Shooter,"PC (Windows)","Hi-Rez Studios","Hi-Rez Studios",2016-09-16,"https://www.freetogame.com/paladins"
9,"World of Warships","https://www.freetogame.com/g/9/thumbnail.jpg","A 3D free to play naval action-themed MMO from the creators of World of Tanks! ","https://www.freetogame.com/open/world-of-warships",Shooter,"PC (Windows)",Wargaming,Wargaming,2015-07-02,"https://www.freetogame.com/world-of-warships"
508,Enlisted,"https://www.freetogame.com/g/508/thumbnail.jpg","Get ready to command your own World War II military squad in Gaijin and Darkflow Software’s MMO squad-based shooter Enlisted. ","https://www.freetogame.com/open/enlisted",Shooter,"PC (Windows)","Gaijin Entertainment","Darkflow Software",2021-04-08,"https://www.freetogame.com/enlisted"
82,"Line of Sight","https://www.freetogame.com/g/82/thumbnail.jpg","Free FPS game described as ""Bioshock meets Call of Duty""! ","https://www.freetogame.com/open/line-of-sight",Shooter,"PC (Windows)","BlackSpot Entertainment","BlackSpot Entertainment",2017-01-31,"https://www.freetogame.com/line-of-sight"
3,Warframe,"https://www.freetogame.com/g/3/thumbnail.jpg","A cooperative free-to-play third person online action shooter set in an stunning sci-fi world. ","https://www.freetogame.com/open/warframe",Shooter,"PC (Windows)","Digital Extremes","Digital Extremes",2013-03-25,"https://www.freetogame.com/warframe"
4,"CRSED: F.O.A.D.","https://www.freetogame.com/g/4/thumbnail.jpg","Take the battle royale genre and add  mystical powers and you have CRSED: F.O.A.D. (Aka Cuisine Royale: Second Edition)","https://www.freetogame.com/open/crsed",Shooter,"PC (Windows)","Gaijin Distribution KFT","Darkflow Software",2019-12-12,"https://www.freetogame.com/crsed"
39,"Darwin Project","https://www.freetogame.com/g/39/thumbnail.jpg","A free-to-play 10-player battle royale game set just prior to an impeding ice age.","https://www.freetogame.com/open/darwin-project",Shooter,"PC (Windows)","Scavengers Studio","Scavengers Studio",2020-01-14,"https://www.freetogame.com/darwin-project"
211,"GunZ 2: The Second Duel","https://www.freetogame.com/g/211/thumbnail.jpg","A free-to-play multiplayer Third Person Shooter and follow up to the successful GunZ: The Duel. ","https://www.freetogame.com/open/gunz-2",Shooter,"PC (Windows)","MAIET Entertainme","MAIET Entertainme",2014-05-01,"https://www.freetogame.com/gunz-2"
188,"Counter-Strike Nexon: Studio","https://www.freetogame.com/g/188/thumbnail.jpg","What's better than Counter-Strike? Counter-Strike with more modes and Zombies!","https://www.freetogame.com/open/counter-strike-nexon",Shooter,"PC (Windows)","Nexon Europe GmbH",Nexon,2014-10-07,"https://www.freetogame.com/counter-strike-nexon"
533,"A.V.A Global","https://www.freetogame.com/g/533/thumbnail.jpg","A.V.A is a free-to-play online first-person shooter with multiple game modes, unique customizations, as well as PvP and PvE gameplay.","https://www.freetogame.com/open/ava",Shooter,"PC (Windows)",NEOWIZ,NEOWIZ,2022-08-24,"https://www.freetogame.com/ava"
534,"Lost Light","https://www.freetogame.com/g/534/thumbnail.jpg","A post-apocalyptic shooter built around creating a realistic experience.","https://www.freetogame.com/open/lost-light",Shooter,"PC (Windows)","NetEase Games","NetEase Games",2022-08-04,"https://www.freetogame.com/lost-light"
24,"Counter-Strike: Global Offensive","https://www.freetogame.com/g/24/thumbnail.jpg","The popular multiplayer shooter from Valve. ","https://www.freetogame.com/open/counter-strike-global-offensive",Shooter,"PC (Windows)",Valve,"Valve, Hidden Path Entertainment",2012-08-21,"https://www.freetogame.com/counter-strike-global-offensive"
313,Teeworlds,"https://www.freetogame.com/g/313/thumbnail.jpg","A free to play retro multiplayer online shooter where you can even design your own maps!","https://www.freetogame.com/open/teeworlds",Shooter,"PC (Windows)","Teeworlds Team ","Teeworlds Team ",2007-05-27,"https://www.freetogame.com/teeworlds"
380,"Dark Orbit Reloaded","https://www.freetogame.com/g/380/thumbnail.jpg","A browser-based 3D space-combat MMO with a massive playerbase!","https://www.freetogame.com/open/darkorbit",Shooter,"Web Browser",Bigpoint,Bigpoint,2006-12-11,"https://www.freetogame.com/darkorbit"
581,XDefiant,"https://www.freetogame.com/g/581/thumbnail.jpg","A free-to-play first-person arena shooter from Ubisoft.","https://www.freetogame.com/open/xdefiant",Shooter,"PC (Windows)",Ubisoft,Ubisoft,2024-05-21,"https://www.freetogame.com/xdefiant"
235,"Star Conflict","https://www.freetogame.com/g/235/thumbnail.jpg","A free to play action-packed MMO space simulation game.","https://www.freetogame.com/open/star-conflict",Shooter,"PC (Windows)","Gaijin Entertainment","Star Gem Inc.",2013-02-28,"https://www.freetogame.com/star-conflict"
267,"Mission Against Terror","https://www.freetogame.com/g/267/thumbnail.jpg","A free to play fast-paced lobby-based MMOFPS with lots of game modes and tons of weapons.","https://www.freetogame.com/open/mat",Shooter,"PC (Windows)","Suba Games",Kingsoft,2011-07-08,"https://www.freetogame.com/mat"
469,"Unfortunate Spacemen","https://www.freetogame.com/g/469/thumbnail.jpg","Unfortunate Spacemen is a co-op multiplayer game about Shapeshifting with a Co-op Story Mode, lots of objectives and more!","https://www.freetogame.com/open/unfortunate-spacemen",Shooter,"PC (Windows)","New Blood Interactive","Geoff 'Zag' Keene",2020-06-12,"https://www.freetogame.com/unfortunate-spacemen"
182,"Dungeon Defenders 2","https://www.freetogame.com/g/182/thumbnail.jpg","A free-to-play cooperative 3D tower-defense game by Trendy Entertainment.","https://www.freetogame.com/open/dungeon-defenders-2",Shooter,"PC (Windows)","Trendy Entertainment","Trendy Entertainment",2014-12-05,"https://www.freetogame.com/dungeon-defenders-2"
224,"World of Warplanes","https://www.freetogame.com/g/224/thumbnail.jpg","A free-to-play flight combat MMO brought to you by Wargaming.","https://www.freetogame.com/open/world-of-warplanes",Shooter,"PC (Windows)",Wargaming,Wargaming,2013-11-12,"https://www.freetogame.com/world-of-warplanes"
56,"Grimoire: Manastorm","https://www.freetogame.com/g/56/thumbnail.jpg","A free-to-play multiplayer FPS... with wizards. ","https://www.freetogame.com/open/grimoire-manastorm",Shooter,"PC (Windows)",Omniconnection,Omniconnection,2015-02-04,"https://www.freetogame.com/grimoire-manastorm"
152,WARMODE,"https://www.freetogame.com/g/152/thumbnail.jpg","A Free to play multiplayer online shooter. Sight in enemies to master Headshots, Double Kills and Triple Kills! ","https://www.freetogame.com/open/warmode",Shooter,"PC (Windows)",WARTEAM,WARTEAM,2015-08-26,"https://www.freetogame.com/warmode"
299,"Combat Arms: Reloaded","https://www.freetogame.com/g/299/thumbnail.jpg","A free to play modern first person shooter with lots of maps and weapons!","https://www.freetogame.com/open/combat-arms",Shooter,"PC (Windows)","VALOFE, NEXON","Doobic Studios",2018-10-31,"https://www.freetogame.com/combat-arms"
437,"Stay Out","https://www.freetogame.com/g/437/thumbnail.jpg","An MMORPG featuring urban exploration and shooter elements.","https://www.freetogame.com/open/stay-out",Shooter,"PC (Windows)","Mobile Technologies LLC","Mobile Technologies LLC",2019-11-27,"https://www.freetogame.com/stay-out"
515,"Halo Infinite","https://www.freetogame.com/g/515/thumbnail.jpg","For the first time ever, a free-to-play Halo experience is available in the form of Halo Infinite’s multiplayer.","https://www.freetogame.com/open/halo-infinite",Shooter,"PC (Windows)","Xbox Game Studios","343 Industries",2021-11-15,"https://www.freetogame.com/halo-infinite"
554,Undawn,"https://www.freetogame.com/g/554/thumbnail.jpg","A free-to-play open-world survival RPG developed by LightSpeed studios and published by Level Infinite.","https://www.freetogame.com/open/undawn",Shooter,"PC (Windows)","Level Infinite","LightSpeed Studios",2023-06-15,"https://www.freetogame.com/undawn"
423,"Steel Legions","https://www.freetogame.com/g/423/thumbnail.jpg","A free to play 3d browser based tank game with fast-paced tactical battles! ","https://www.freetogame.com/open/steel-legions",Shooter,"Web Browser","Splitscreen Studios","Splitscreen Studios",2011-06-15,"https://www.freetogame.com/steel-legions"
186,"Double Action","https://www.freetogame.com/g/186/thumbnail.jpg","A free to play FPS with bullet time and stylish kills!","https://www.freetogame.com/open/double-action",Shooter,"PC (Windows)","Double Action Factory ","Double Action Factory ",2014-10-23,"https://www.freetogame.com/double-action"
576,"Battle Teams 2","https://www.freetogame.com/g/576/thumbnail.jpg","A multiplayer tactical shooter with an Eastern aesthetic.","https://www.freetogame.com/open/battle-teams-2",Shooter,"PC (Windows)","Wizard Games Global","Wizard Games Global",2024-01-31,"https://www.freetogame.com/battle-teams-2"
23,"Apex Legends","https://www.freetogame.com/g/23/thumbnail.jpg","A free-to-play strategic battle royale game featuring 60-player matches and team-based play. ","https://www.freetogame.com/open/apex-legends",Shooter,"PC (Windows)","Electronic Arts","Electronic Arts",2019-02-04,"https://www.freetogame.com/apex-legends"
282,"BlackShot: Revolution","https://www.freetogame.com/g/282/thumbnail.jpg","Get thrown into the fast-paced action of a virtual war zone and compete against other players.","https://www.freetogame.com/open/blackshot",Shooter,"PC (Windows)","Papaya Play","Vertigo Games",2018-07-27,"https://www.freetogame.com/blackshot"
